Simulation Run Number	T-R Separation Distance (m)	Time Delay (ns)	Received Power (dBm)	 Phase (rad)	Azimuth AoD (degree)	Elevation AoD (degree)	Azimuth AoA (degree)	Elevation AoA (degree)	Path Loss (dB)	RMS Delay Spread (ns)	
           25.0	           60.7	                 389	           -106.9	          4.0	             54	            -10.2	            234.7	               -7	            121.6	             39.5
           25.0	           60.7	                 393	           -116.3	          2.2	             57	            -10.7	            243.7	               -3	            116.0	             17.9
           25.0	           60.7	                 393	           -111.0	          5.8	             60	             -6.0	            251.6	              -25	            131.5	             63.0
           25.0	           60.7	                 399	           -115.5	          4.9	             72	             -9.7	            231.4	              -15	            131.2	             33.8
           25.0	           60.7	                 409	           -124.5	          1.9	             68	            -11.5	            244.0	               15	            115.7	             12.9
           25.0	           60.7	                 409	           -114.8	          2.4	             63	             -6.0	            237.2	               -5	            122.3	             25.7
           25.0	           60.7	                 413	           -121.9	          6.1	             70	            -10.6	            236.4	               -3	            124.8	             25.3
           25.0	           60.7	                 420	           -123.2	          0.0	             66	            -10.1	            241.3	               12	            108.0	              6.8
           25.0	           60.7	                 421	           -121.7	          5.7	             61	             -9.2	            233.3	               -7	            125.8	             43.0
           25.0	           60.7	                 553	           -137.7	          1.5	             65	            -11.7	            256.3	              -13	            124.5	             24.9
           25.0	           60.7	                 562	           -146.9	          5.6	             59	             -8.6	            259.7	               18	            132.8	             18.0
           25.0	           60.7	                 556	           -140.2	          1.0	             62	            -10.9	            238.9	              -21	            131.7	             52.2
           25.0	           60.7	                 561	           -145.2	          0.7	             72	            -11.9	            252.2	              -12	            139.2	             33.7
           25.0	           60.7	                 561	           -144.4	          1.5	             66	             -6.8	            248.4	              -26	            135.0	             58.8
           25.0	           60.7	                 567	           -143.6	          0.4	             64	            -11.3	            237.4	              -10	            126.7	             41.7
           25.0	           60.7	                 570	           -150.7	          4.5	             69	             -8.9	            245.8	               -8	            132.1	             37.0
           25.0	           60.7	                 574	           -142.3	          0.5	             73	             -7.1	            240.0	               -2	            128.6	             36.8
           25.0	           60.7	                 572	           -144.6	          2.3	             71	            -13.4	            258.1	              -28	            142.8	             29.9
           25.0	           60.7	                 576	           -140.2	          5.7	             75	            -11.6	            236.0	              -21	            130.1	             19.7
           25.0	           60.7	                 587	           -154.6	          1.3	             60	            -13.8	            249.7	               23	            132.4	             26.0
           25.0	           60.7	                 585	           -154.4	          0.4	             76	            -11.1	            231.7	               -4	            133.0	             25.2
           26.0	           61.6	                 193	            -78.9	          0.4	             57	             -4.6	            236.9	               17	            108.8	              2.4
           26.0	           61.6	                 194	            -78.1	          3.8	             46	             -7.6	            231.8	                5	            108.1	              1.3
           26.0	           61.6	                 197	           -101.8	          4.8	             61	             -9.0	            238.5	                9	            117.4	             19.0
           26.0	           61.6	                 197	            -78.6	          1.8	             58	             -7.0	            255.9	               -6	            108.3	              5.3
           26.0	           61.6	                 201	            -76.7	          4.7	             57	             -7.3	            248.9	                2	            106.5	              7.7
           26.0	           61.6	                 204	            -81.1	          1.8	             56	             -7.3	            237.5	                1	            110.5	              6.7
           26.0	           61.6	                 205	            -78.9	          3.6	             50	            -11.1	            244.1	               -8	            108.8	              6.5
           26.0	           61.6	                 251	            -97.5	          1.4	             59	             -8.0	            238.9	               34	            126.4	             21.6
           26.0	           61.6	                 247	            -93.7	          4.5	             63	             -8.6	            244.5	                5	            114.4	             16.8
           26.0	           61.6	                 247	            -90.8	          3.6	             57	             -7.3	            250.4	              -13	            115.2	             22.4
           26.0	           61.6	                 256	            -96.3	          0.9	             75	             -9.1	            240.0	               10	            126.2	             15.5
           26.0	           61.6	                 255	            -85.6	          5.3	             48	             -9.3	            232.9	              -13	            115.3	             13.1
           26.0	           61.6	                 257	            -93.7	          4.2	             51	             -6.4	            246.7	              -24	            123.3	             15.5
           26.0	           61.6	                 259	            -85.8	          2.9	             57	             -6.1	            236.5	              -38	            115.7	              8.7
           26.0	           61.6	                 269	           -101.3	          0.8	             63	             -9.9	            238.9	              -12	            128.2	             38.5
           26.0	           61.6	                 271	           -103.0	          0.8	             71	             -5.5	            236.6	              -25	            132.8	             14.6
           26.0	           61.6	                 282	            -96.6	          1.3	             55	             -9.2	            249.3	               -1	            107.4	              9.4
           26.0	           61.6	                 289	            -98.8	          1.3	             52	            -12.1	            247.0	                9	            118.3	             26.2
           26.0	           61.6	                 289	            -97.8	          2.2	             76	             -8.7	            235.0	              -12	            127.6	              9.2
           26.0	           61.6	                 301	           -118.1	          1.0	             63	             -9.7	            238.2	               16	            116.6	             20.8
           26.0	           61.6	                 301	           -102.0	          1.7	             72	            -11.9	            242.3	               -6	            130.5	             35.6
           26.0	           61.6	                 294	            -99.7	          6.0	             65	             -7.9	            244.3	              -71	            129.3	             28.3
           26.0	           61.6	                 312	           -108.1	          1.8	             64	             -9.5	            238.5	               -4	            120.2	             21.6
           26.0	           61.6	                 315	           -105.3	          5.6	             63	             -7.2	            232.7	              -15	            130.8	             49.6
           26.0	           61.6	                 328	           -103.9	          3.7	             60	             -9.5	            247.8	               14	            124.0	             46.4
           26.0	           61.6	                 328	           -112.8	          3.3	             59	             -9.3	            234.3	               -7	            120.5	             27.5
           26.0	           61.6	                 334	           -101.2	          1.6	             53	             -8.0	            239.2	               -6	            112.8	             18.3
           26.0	           61.6	                 378	           -117.0	          0.3	             69	            -10.0	            239.2	              -28	            136.8	             35.6
           26.0	           61.6	                 382	           -119.1	          2.6	             64	            -10.7	            233.9	              -19	            134.0	             50.3
           26.0	           61.6	                 389	           -118.9	          3.9	             53	             -9.6	            234.0	               -7	            117.4	             29.6
           26.0	           61.6	                 393	           -114.5	          2.1	             56	            -10.1	            242.5	               -3	            111.5	             12.3
           26.0	           61.6	                 392	           -114.3	          5.6	             60	             -5.7	            249.9	              -26	            130.6	             44.0
           26.0	           61.6	                 398	           -117.8	          4.7	             70	             -9.2	            230.9	              -16	            133.5	             26.6
           26.0	           61.6	                 410	           -108.8	          2.1	             66	            -10.8	            242.8	               16	            126.8	             72.8
           26.0	           61.6	                 408	           -120.3	          2.4	             62	             -5.7	            236.5	               -5	            120.4	             20.3
           26.0	           61.6	                 413	           -118.6	          6.1	             68	            -10.1	            235.7	               -3	            129.7	             46.1
           26.0	           61.6	                 421	           -107.0	          0.2	             65	             -9.5	            240.4	               13	            122.0	             48.5
           26.0	           61.6	                 421	           -120.2	          5.6	             60	             -8.7	            232.7	               -7	            123.1	             29.6
           26.0	           61.6	                 552	           -139.4	          1.4	             64	            -11.3	            255.0	              -13	            120.4	             13.0
           26.0	           61.6	                 563	           -138.9	          5.8	             58	             -8.2	            258.2	               19	            132.7	             23.7
           26.0	           61.6	                 555	           -139.8	          0.8	             61	            -10.4	            238.2	              -22	            134.2	             42.9
           26.0	           61.6	                 560	           -149.7	          0.6	             71	            -11.4	            251.0	              -13	            136.5	             33.7
           26.0	           61.6	                 560	           -148.2	          1.3	             65	             -6.6	            247.3	              -26	            138.4	             59.4
           26.0	           61.6	                 566	           -149.8	          0.3	             63	            -10.8	            236.8	              -11	            128.3	             42.0
           26.0	           61.6	                 570	           -147.5	          4.4	             68	             -8.5	            244.9	               -8	            129.9	             45.1
           26.0	           61.6	                 574	           -146.2	          0.5	             72	             -6.8	            239.4	               -2	            133.8	             43.9
           26.0	           61.6	                 570	           -156.6	          2.1	             70	            -12.9	            256.6	              -29	            151.8	             53.0
           26.0	           61.6	                 574	           -142.7	          5.5	             74	            -11.2	            235.4	              -22	            136.3	             20.2
           26.0	           61.6	                 589	           -157.2	          1.5	             59	            -13.2	            248.7	               24	            135.7	             38.2
           26.0	           61.6	                 585	           -160.0	          0.4	             74	            -10.6	            231.5	               -4	            136.6	             37.6
           27.0	           62.6	                 194	            -77.8	          0.6	             56	             -4.0	            235.5	               20	            107.8	              1.2
           27.0	           62.6	                 194	            -87.5	          3.9	             46	             -6.6	            230.7	                6	            117.2	              2.5
           27.0	           62.6	                 197	            -90.5	          4.9	             59	             -7.9	            236.9	               10	            116.3	             21.6
           27.0	           62.6	                 196	            -77.4	          1.7	             56	             -6.3	            252.4	               -7	            107.3	              3.8
           27.0	           62.6	                 201	            -81.8	          4.7	             55	             -6.4	            246.2	                2	            110.8	             12.9
           27.0	           62.6	                 204	            -84.9	          1.8	             55	             -6.3	            236.1	                1	            113.6	             10.1
           27.0	           62.6	                 204	            -74.2	          3.6	             49	             -9.8	            241.7	               -8	            104.2	              2.1
           27.0	           62.6	                 253	           -105.8	          1.7	             57	             -7.3	            237.1	               37	            131.3	             27.7
           27.0	           62.6	                 248	            -85.5	          4.5	             61	             -7.7	            242.6	                5	            113.6	             22.4
           27.0	           62.6	                 246	            -92.9	          3.5	             55	             -6.7	            248.0	              -14	            113.5	             15.7
           27.0	           62.6	                 257	            -98.9	          1.0	             72	             -8.4	            238.5	               11	            127.6	             15.0
           27.0	           62.6	                 255	            -93.9	          5.1	             48	             -8.4	            231.9	              -14	            118.2	             23.5
           27.0	           62.6	                 256	           -105.5	          3.9	             50	             -5.8	            244.5	              -26	            131.2	             28.8
           27.0	           62.6	                 257	            -86.8	          2.5	             56	             -5.5	            235.2	              -41	            116.7	              9.0
           27.0	           62.6	                 268	            -95.7	          0.7	             61	             -9.1	            237.6	              -13	            122.6	             38.3
           27.0	           62.6	                 270	            -99.8	          0.6	             69	             -5.0	            235.5	              -27	            129.6	             16.8
           27.0	           62.6	                 282	           -102.4	          1.3	             55	             -8.4	            247.3	               -1	            110.7	             10.1
           27.0	           62.6	                 289	           -100.6	          1.4	             51	            -11.1	            245.1	                9	            122.0	             32.2
           27.0	           62.6	                 289	            -93.7	          2.0	             73	             -7.9	            234.2	              -13	            123.5	             11.3
           27.0	           62.6	                 302	           -118.1	          1.2	             61	             -8.9	            237.1	               17	            115.6	              9.9
           27.0	           62.6	                 301	           -102.1	          1.7	             70	            -11.2	            240.9	               -6	            128.8	             43.2
           27.0	           62.6	                 291	           -103.5	          5.4	             63	             -7.3	            239.4	              -76	            132.3	             36.8
           27.0	           62.6	                 312	           -110.6	          1.8	             62	             -8.9	            237.4	               -4	            121.8	             29.4
           27.0	           62.6	                 314	            -97.3	          5.4	             61	             -6.6	            232.1	              -16	            125.1	             36.4
           27.0	           62.6	                 328	           -108.9	          3.9	             59	             -8.9	            246.1	               15	            124.2	             35.0
           27.0	           62.6	                 328	           -117.3	          3.2	             58	             -8.5	            233.7	               -8	            119.8	             26.9
           27.0	           62.6	                 334	           -115.0	          1.6	             53	             -7.4	            238.2	               -7	            108.3	              5.4
           27.0	           62.6	                 376	           -112.9	          0.0	             68	             -9.3	            238.2	              -30	            133.1	             34.7
           27.0	           62.6	                 381	           -114.5	          2.4	             63	            -10.1	            233.3	              -20	            128.1	             35.2
           27.0	           62.6	                 388	           -110.4	          3.8	             53	             -9.0	            233.3	               -8	            114.0	             12.7
           27.0	           62.6	                 393	           -113.1	          2.1	             56	             -9.5	            241.4	               -3	            111.0	              9.1
           27.0	           62.6	                 390	           -114.7	          5.3	             59	             -5.3	            248.2	              -28	            133.2	             51.9
           27.0	           62.6	                 397	           -112.4	          4.6	             69	             -8.8	            230.4	              -17	            127.6	             23.5
           27.0	           62.6	                 410	           -110.8	          2.2	             65	            -10.1	            241.7	               17	            126.5	             45.7
           27.0	           62.6	                 408	           -122.4	          2.3	             61	             -5.3	            235.9	               -6	            122.9	             30.0
           27.0	           62.6	                 413	           -113.9	          6.0	             67	             -9.6	            235.0	               -3	            129.7	             50.3
           27.0	           62.6	                 422	           -126.5	          0.3	             64	             -9.0	            239.5	               14	            120.6	             29.2
           27.0	           62.6	                 420	           -116.3	          5.5	             59	             -8.2	            232.2	               -8	            124.0	             39.4
           27.0	           62.6	                 552	           -139.6	          1.2	             63	            -10.9	            253.8	              -14	            121.0	              8.8
           27.0	           62.6	                 564	           -148.1	          6.0	             58	             -7.8	            256.9	               20	            133.7	             21.3
           27.0	           62.6	                 554	           -139.5	          0.6	             60	             -9.9	            237.6	              -23	            132.0	             48.4
           27.0	           62.6	                 560	           -140.8	          0.5	             70	            -10.9	            249.8	              -13	            135.3	             30.0
           27.0	           62.6	                 558	           -142.6	          1.0	             64	             -6.3	            246.3	              -27	            138.5	             61.4
           27.0	           62.6	                 565	           -154.6	          0.2	             62	            -10.4	            236.3	              -11	            123.9	             37.8
           27.0	           62.6	                 569	           -149.9	          4.3	             67	             -8.1	            244.0	               -8	            127.4	             42.0
           27.0	           62.6	                 574	           -137.4	          0.5	             71	             -6.6	            238.7	               -2	            131.7	             41.3
           27.0	           62.6	                 569	           -150.2	          1.8	             69	            -12.4	            255.1	              -30	            150.1	             43.0
           27.0	           62.6	                 573	           -152.1	          5.3	             73	            -10.8	            234.9	              -22	            133.3	             20.6
           27.0	           62.6	                 590	           -140.2	          1.8	             59	            -12.6	            247.7	               25	            136.1	             30.5
           27.0	           62.6	                 584	           -149.9	          0.4	             73	            -10.1	            231.2	               -4	            134.6	             30.1
           28.0	           63.5	                 196	            -80.0	          0.8	             54	             -3.5	            234.2	               22	            110.0	              1.9
           28.0	           63.5	                 194	            -87.3	          3.9	             45	             -5.8	            229.7	                7	            116.5	              4.2
           28.0	           63.5	                 198	            -90.6	          5.0	             57	             -6.8	            235.5	               11	            116.7	             10.5
           28.0	           63.5	                 196	            -79.2	          1.6	             55	             -5.6	            249.2	               -8	            108.7	              6.2
           28.0	           63.5	                 201	            -73.4	          4.8	             54	             -5.6	            243.7	                2	            103.3	              3.2
           28.0	           63.5	                 204	            -79.7	          1.9	             54	             -5.5	            234.9	                1	            107.9	              4.2
           28.0	           63.5	                 204	            -83.1	          3.5	             48	             -8.7	            239.6	               -9	            112.5	             11.3
           28.0	           63.5	                 255	            -97.1	          2.1	             56	             -6.7	            235.5	               40	            125.7	             24.3
           28.0	           63.5	                 248	            -96.4	          4.6	             60	             -6.9	            241.0	                6	            109.6	              7.4
           28.0	           63.5	                 246	            -89.5	          3.3	             54	             -6.1	            245.7	              -15	            114.9	             23.7
           28.0	           63.5	                 257	           -100.6	          1.1	             70	             -7.8	            237.2	               11	            129.8	             23.9
           28.0	           63.5	                 254	            -84.6	          5.0	             47	             -7.6	            231.1	              -15	            114.3	             13.3
           28.0	           63.5	                 255	            -94.5	          3.7	             50	             -5.3	            242.4	              -28	            123.9	             17.3
           28.0	           63.5	                 255	            -92.6	          2.1	             55	             -4.9	            234.1	              -45	            122.0	             18.2
           28.0	           63.5	                 268	            -93.3	          0.5	             60	             -8.4	            236.3	              -14	            121.7	             30.5
           28.0	           63.5	                 269	            -97.4	          0.3	             67	             -4.5	            234.5	              -30	            127.0	             28.5
           28.0	           63.5	                 282	           -102.2	          1.3	             54	             -7.7	            245.5	               -1	            104.8	              4.1
           28.0	           63.5	                 290	            -97.5	          1.5	             50	            -10.2	            243.3	               10	            115.4	             21.8
           28.0	           63.5	                 288	           -112.0	          1.9	             70	             -7.2	            233.4	              -14	            135.1	             30.4
           28.0	           63.5	                 303	           -109.2	          1.4	             60	             -8.2	            236.1	               19	            118.2	             13.2
           28.0	           63.5	                 300	           -103.5	          1.6	             68	            -10.4	            239.6	               -7	            131.1	             43.8
           28.0	           63.5	                 288	           -114.9	          4.8	             61	             -6.6	            234.7	              -81	            136.4	             34.2
           28.0	           63.5	                 312	           -116.6	          1.7	             61	             -8.2	            236.4	               -4	            116.9	             26.4
           28.0	           63.5	                 314	           -107.6	          5.3	             60	             -6.1	            231.6	              -18	            125.8	             32.6
           28.0	           63.5	                 329	           -108.2	          4.0	             58	             -8.3	            244.5	               16	            125.6	             37.5
           28.0	           63.5	                 327	            -96.5	          3.1	             57	             -7.9	            233.1	               -8	            119.3	             50.5
           28.0	           63.5	                 333	           -119.0	          1.5	             52	             -6.8	            237.3	               -7	            113.0	             18.1
           28.0	           63.5	                 374	           -104.8	          6.0	             66	             -8.7	            237.2	              -32	            129.3	             48.7
           28.0	           63.5	                 380	           -115.0	          2.2	             61	             -9.5	            232.6	              -21	            129.4	             34.5
           28.0	           63.5	                 388	           -115.1	          3.7	             52	             -8.5	            232.7	               -8	            116.7	             33.9
           28.0	           63.5	                 393	           -117.8	          2.1	             55	             -8.9	            240.3	               -4	            108.8	              7.7
           28.0	           63.5	                 389	           -118.1	          5.0	             58	             -5.0	            246.7	              -30	            130.6	             35.5
           28.0	           63.5	                 396	           -115.9	          4.4	             67	             -8.3	            230.0	              -18	            134.4	             39.5
           28.0	           63.5	                 411	           -128.8	          2.4	             64	             -9.5	            240.7	               18	            129.7	             43.6
           28.0	           63.5	                 408	           -111.0	          2.3	             60	             -5.0	            235.3	               -6	            118.8	             37.7
           28.0	           63.5	                 413	           -125.4	          6.0	             66	             -9.1	            234.3	               -3	            127.5	             45.2
           28.0	           63.5	                 423	           -114.4	          0.4	             63	             -8.4	            238.7	               14	            124.3	             31.7
           28.0	           63.5	                 420	           -121.4	          5.4	             58	             -7.8	            231.7	               -8	            121.1	             54.8
           28.0	           63.5	                 551	           -143.8	          1.1	             63	            -10.5	            252.6	              -14	            125.0	             13.9
           28.0	           63.5	                 565	           -140.8	          6.2	             57	             -7.5	            255.5	               20	            132.5	             17.6
           28.0	           63.5	                 553	           -143.5	          0.4	             60	             -9.4	            237.1	              -24	            131.0	             41.3
           28.0	           63.5	                 559	           -141.7	          0.3	             69	            -10.4	            248.7	              -14	            137.9	             33.2
           28.0	           63.5	                 557	           -148.0	          0.7	             63	             -6.1	            245.3	              -28	            137.2	             62.7
           28.0	           63.5	                 565	           -137.8	          0.1	             61	            -10.0	            235.7	              -12	            123.1	             33.3
           28.0	           63.5	                 569	           -144.8	          4.2	             66	             -7.8	            243.2	               -9	            127.6	             39.6
           28.0	           63.5	                 574	           -150.4	          0.4	             70	             -6.4	            238.1	               -2	            134.5	             50.1
           28.0	           63.5	                 567	           -139.7	          1.5	             68	            -11.8	            253.7	              -32	            153.0	             69.7
           28.0	           63.5	                 572	           -144.0	          5.1	             72	            -10.5	            234.4	              -23	            138.3	             39.2
           28.0	           63.5	                 591	           -145.5	          2.0	             58	            -12.1	            246.7	               26	            136.2	             25.4
           28.0	           63.5	                 584	           -147.4	          0.3	             72	             -9.7	            231.0	               -4	            141.0	             52.4
           29.0	           64.5	                 195	            -83.5	          4.0	             45	             -5.0	            228.9	                7	            113.1	              2.9
           29.0	           64.5	                 195	            -73.1	          1.6	             54	             -5.0	            246.3	               -9	            103.1	              4.3
           29.0	           64.5	                 197	            -80.9	          1.0	             53	             -3.0	            233.1	               25	            110.8	              4.0
           29.0	           64.5	                 199	            -83.6	          5.1	             56	             -5.9	            234.3	               13	            112.7	             17.2
           29.0	           64.5	                 201	            -82.5	          4.8	             53	             -4.9	            241.6	                2	            110.1	             20.3
           29.0	           64.5	                 203	            -88.0	          3.4	             48	             -7.7	            237.7	              -10	            114.5	              9.4
           29.0	           64.5	                 204	            -80.2	          1.9	             53	             -4.8	            233.8	                2	            109.5	              9.2
           29.0	           64.5	                 245	            -90.9	          3.2	             53	             -5.5	            243.6	              -17	            111.1	             15.3
           29.0	           64.5	                 248	            -83.9	          4.6	             58	             -6.2	            239.5	                6	            111.6	             23.6
           29.0	           64.5	                 253	            -94.3	          1.7	             54	             -4.4	            233.0	              -49	            123.4	             20.7
           29.0	           64.5	                 253	            -95.2	          4.9	             47	             -6.9	            230.3	              -16	            123.4	             24.7
           29.0	           64.5	                 253	            -96.1	          3.4	             49	             -4.8	            240.4	              -30	            125.2	             20.4
           29.0	           64.5	                 257	            -89.4	          2.5	             55	             -6.1	            234.0	               44	            119.1	             14.0
           29.0	           64.5	                 258	            -95.8	          1.2	             67	             -7.2	            235.9	               12	            123.3	             23.5
           29.0	           64.5	                 267	           -102.2	          0.4	             58	             -7.7	            235.1	              -15	            124.1	             46.0
           29.0	           64.5	                 267	            -87.3	          0.0	             65	             -4.1	            233.6	              -32	            117.3	              6.4
           29.0	           64.5	                 282	            -92.4	          1.3	             53	             -7.0	            243.8	               -1	            109.4	             19.9
           29.0	           64.5	                 285	           -100.1	          4.3	             60	             -6.0	            229.9	              -86	            129.0	             33.8
           29.0	           64.5	                 287	           -104.5	          1.8	             68	             -6.6	            232.7	              -16	            132.7	             34.5
           29.0	           64.5	                 290	            -95.6	          1.6	             50	             -9.4	            241.7	               11	            119.6	             39.7
           29.0	           64.5	                 300	           -101.0	          1.5	             66	             -9.7	            238.4	               -7	            128.4	             50.4
           29.0	           64.5	                 304	           -100.6	          1.5	             59	             -7.5	            235.2	               20	            117.8	             27.8
           29.0	           64.5	                 312	           -110.7	          1.7	             60	             -7.7	            235.4	               -4	            118.3	             21.1
           29.0	           64.5	                 313	           -102.7	          5.1	             59	             -5.5	            231.2	              -19	            127.7	             62.4
           29.0	           64.5	                 327	           -107.9	          3.1	             56	             -7.2	            232.6	               -9	            121.9	             28.9
           29.0	           64.5	                 330	            -98.5	          4.2	             57	             -7.7	            243.0	               17	            121.8	             53.6
           29.0	           64.5	                 333	           -126.6	          1.4	             52	             -6.3	            236.5	               -8	            113.3	             11.4
           29.0	           64.5	                 373	           -110.7	          5.7	             65	             -8.1	            236.3	              -34	            120.3	             11.0
           29.0	           64.5	                 379	           -101.7	          2.0	             60	             -8.9	            232.0	              -22	            127.9	             61.2
           29.0	           64.5	                 387	           -120.5	          4.7	             57	             -4.6	            245.2	              -31	            130.5	             34.7
           29.0	           64.5	                 387	           -114.1	          3.6	             51	             -7.9	            232.1	               -9	            120.1	             20.2
           29.0	           64.5	                 392	           -119.6	          2.0	             54	             -8.4	            239.3	               -4	            111.1	             16.2
           29.0	           64.5	                 395	           -112.7	          4.2	             66	             -7.9	            229.6	              -19	            132.2	             50.0
           29.0	           64.5	                 407	           -120.4	          2.2	             60	             -4.7	            234.7	               -6	            119.8	             20.9
           29.0	           64.5	                 413	           -123.7	          2.6	             63	             -8.9	            239.8	               20	            126.2	             52.2
           29.0	           64.5	                 413	           -141.4	          6.0	             64	             -8.6	            233.7	               -3	            127.4	             38.6
           29.0	           64.5	                 419	           -126.1	          5.4	             57	             -7.3	            231.2	               -9	            124.3	             33.6
           29.0	           64.5	                 424	           -130.1	          0.6	             62	             -7.9	            237.9	               15	            118.7	             32.2
           29.0	           64.5	                 550	           -137.9	          1.0	             62	            -10.1	            251.5	              -15	            122.0	              8.0
           29.0	           64.5	                 551	           -148.9	          0.1	             59	             -9.0	            236.5	              -25	            128.2	             55.7
           29.0	           64.5	                 555	           -153.5	          0.5	             63	             -5.9	            244.3	              -29	            132.1	             28.8
           29.0	           64.5	                 558	           -143.8	          0.2	             68	            -10.0	            247.7	              -14	            133.9	             24.6
           29.0	           64.5	                 564	           -148.0	          6.2	             61	             -9.6	            235.2	              -12	            125.9	             43.9
           29.0	           64.5	                 565	           -155.2	          1.2	             67	            -11.3	            252.3	              -33	            149.0	             36.9
           29.0	           64.5	                 566	           -140.5	          0.1	             57	             -7.2	            254.2	               21	            132.5	             33.4
           29.0	           64.5	                 568	           -144.9	          4.1	             65	             -7.4	            242.4	               -9	            122.4	             27.6
           29.0	           64.5	                 571	           -137.1	          4.8	             71	            -10.1	            233.9	              -24	            133.6	             32.7
           29.0	           64.5	                 573	           -135.8	          0.4	             69	             -6.2	            237.6	               -2	            133.0	             37.9
           29.0	           64.5	                 584	           -152.1	          0.3	             71	             -9.3	            230.8	               -4	            139.1	             43.0
           29.0	           64.5	                 593	           -157.4	          2.3	             58	            -11.6	            245.7	               27	            135.5	             50.3
           29.0	           64.5	                1074	           -160.0	          5.7	            300	             -5.0	            145.2	               36	            160.3	             35.8
           29.0	           64.5	                1077	           -160.0	          3.2	            313	             -7.1	            134.5	                4	            160.3	             37.5
           29.0	           64.5	                1080	           -160.0	          3.6	            303	             -3.6	            150.0	                0	            160.3	             52.4
           29.0	           64.5	                1083	           -160.0	          6.0	            311	             -8.8	            152.0	               -4	            160.3	             38.6
           29.0	           64.5	                1086	           -160.0	          1.4	            308	             -3.6	            136.1	               -6	            160.3	             44.9
           29.0	           64.5	                1090	           -160.0	          0.0	            304	             -5.6	            133.4	               -8	            160.3	             46.6
           29.0	           64.5	                1093	           -160.0	          3.3	            307	             -4.4	            155.7	                1	            160.3	             43.6
           29.0	           64.5	                1097	           -160.0	          0.9	            300	             -1.9	            137.6	               -7	            160.3	             45.2
           29.0	           64.5	                1100	           -160.0	          3.6	            313	             -2.3	            162.6	                4	            160.3	             36.8
           29.0	           64.5	                1104	           -160.0	          3.9	            297	             -4.8	            128.8	                8	            160.3	             42.8
           29.0	           64.5	                1107	           -160.0	          1.0	            310	             -6.8	            121.3	               -0	            160.3	             38.1
           29.0	           64.5	                1111	           -160.0	          3.8	            312	             -6.5	            143.5	                6	            160.3	             42.5
           29.0	           64.5	                1115	           -160.0	          5.9	            317	             -0.7	            138.2	              -13	            160.3	             37.2
           29.0	           64.5	                1119	           -160.0	          4.4	            314	             -6.5	            148.2	                9	            160.3	             41.4
           29.0	           64.5	                1122	           -160.0	          4.0	            329	             -2.9	            118.9	               13	            160.3	             36.8
